catalog_id,title,region,edition,family_key,provisional_work_key,content_type,role,target_field,proposed_company,proposed_company_slug,source_names,company_resolution,current_company,recommended_action,confidence,safe_for_catalog_import,evidence_scope,source_count,sources,source_grades,source_urls,evidence_summary,guardrail,identifier_warning,current_cusa,pricecharting_model_cusa
ps4-blazblue-chrono-phantasma-extend-limited-edition,BlazBlue: Chrono Phantasma Extend [Limited Edition],PAL España,standard,blazblue chrono phantasma extend,blazblue chrono phantasma extend,EDITION_VARIANT,DEVELOPER,developer,Arc System Works,arc-system-works,Arc System Works,EXACT_NAME_OR_ALIAS,Arc System Works,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,5,LAUNCHBOX_GAMES_DB | PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | WIKIDATA | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/blazblue-chrono-phantasma-extend-limited-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://www.wikidata.org/wiki/Q107424162 | https://gamesdb.launchbox-app.com/games/details/34403,La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.,No propagar a ports o compilaciones sin comprobar sus créditos propios.,CUSA_STRONG_TITLE_REVIEW,CUSA03254_00,CUSA03254_00
ps4-blazblue-chrono-phantasma-extend-limited-edition,BlazBlue: Chrono Phantasma Extend [Limited Edition],PAL España,standard,blazblue chrono phantasma extend,blazblue chrono phantasma extend,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,PQube Ltd.,pqube,Pqube,EXACT_NAME_OR_ALIAS,Pqube,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/blazblue-chrono-phantasma-extend-limited-edition,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_STRONG_TITLE_REVIEW,CUSA03254_00,CUSA03254_00
ps4-blood-bowl-ii,Blood Bowl II,PAL España,standard,blood bowl ii,blood bowl ii,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Focus Home Interactive,focus-home-interactive,Focus Home Interactive,EXACT_NAME_OR_ALIAS,Focus Home Interactive,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/blood-bowl-ii,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA00776_00,CUSA00776_00
ps4-box-vr,Box VR,PAL España,standard,box vr,box vr,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Perp Game,perp-game,Perp Game,EXACT_NAME_OR_ALIAS,Perp Game,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/box-vr,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA13859_00,CUSA13859_00
ps4-carly-and-the-reaperman-escape-from-the-underworld,Carly and the Reaperman: Escape from the Underworld,PAL España,standard,carly and the reaperman escape from the underworld,carly and the reaperman escape from the underworld,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Odd Raven,odd-raven,Odd Raven,EXACT_NAME_OR_ALIAS,Odd Raven,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/carly-and-the-reaperman-escape-from-the-underworld,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA10070_00,CUSA10070_00
ps4-chronos-before-the-ashes,Chronos: Before the Ashes,PAL España,standard,chronos before the ashes,chronos before the ashes,GAME_OR_UNKNOWN,DEVELOPER,developer,Gunfire Games,gunfire-games,Gunfire Games,EXACT_NAME_OR_ALIAS,Gunfire Games,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE,4,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL | B_OTHER_PLATFORM | B_PS4_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/chronos-before-the-ashes | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/967390,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,CUSA_TITLE_CONFLICT,CUSA15161_00,
ps4-civilization-vi,Civilization VI,PAL España,standard,civilization vi,civilization vi,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,2K Games,2k-games,2K Games,EXACT_NAME_OR_ALIAS,2K Games,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/civilization-vi | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA15381_00,CUSA15381_00
ps4-coffee-talk,Coffee Talk,PAL España,standard,coffee talk,coffee talk,GAME_OR_UNKNOWN,DEVELOPER,developer,Toge Productions,toge-productions,Toge Productions,EXACT_NAME_OR_ALIAS,"Toge Productions, Chorus Worldwide",REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,6,LAUNCHBOX_GAMES_DB | PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/coffee-talk | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/914800 | https://www.wikidata.org/wiki/Q85753234 | https://gamesdb.launchbox-app.com/games/details/473008,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,CUSA_STRONG_TITLE_REVIEW,CUSA18112_00,CUSA18112_00
ps4-constructor,Constructor,PAL España,standard,constructor,constructor,GAME_OR_UNKNOWN,DEVELOPER,developer,System 3,system-3,System 3,EXACT_NAME_OR_ALIAS,System 3,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK,2,REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | STEAM_STORE,B_LEGACY_EXACT_PHYSICAL | B_OTHER_PLATFORM,https://www.pricecharting.com/game/pal-playstation-4/constructor | https://store.steampowered.com/app/579020,"El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,CUSA_TITLE_CONFLICT,CUSA03760_00,
ps4-dark-pictures-anthology-little-hope,Dark Pictures Anthology: Little Hope,PAL España,standard,dark pictures anthology little hope,dark pictures anthology little hope,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Bandai Namco Entertainment Europe,bandai-namco-entertainment-europe,Bandai Namco Entertainment Europe,EXACT_NAME_OR_ALIAS,Bandai Namco Entertainment Europe,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/dark-pictures-anthology-little-hope,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA17885_00,CUSA17885_00
ps4-dark-pictures-anthology-man-of-medan,Dark Pictures Anthology: Man of Medan,PAL España,standard,dark pictures anthology man of medan,dark pictures anthology man of medan,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Bandai Namco Entertainment,bandai-namco-entertainment,Bandai Namco Entertainment,EXACT_NAME_OR_ALIAS,Bandai Namco Entertainment,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/dark-pictures-anthology-man-of-medan,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA14102_00,CUSA14102_00
ps4-dark-pictures-the-devil-in-me,Dark Pictures: The Devil in Me,PAL España,standard,dark pictures the devil in me,dark pictures the devil in me,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Bandai Namco Entertainment,bandai-namco-entertainment,Bandai Namco Entertainment,EXACT_NAME_OR_ALIAS,Bandai Namco Entertainment,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/dark-pictures-the-devil-in-me,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA31495_00,
ps4-deer-god,Deer God,PAL España,standard,deer god,deer god,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Red Art Games,red-art-games,Red Art Games,EXACT_NAME_OR_ALIAS,Red Art Games,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/deer-god,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA06207_00,CUSA06207_00
ps4-demetrios-the-big-cynical-adventure,Demetrios: The Big Cynical Adventure,PAL España,standard,demetrios the big cynical adventure,demetrios the big cynical adventure,GAME_OR_UNKNOWN,DEVELOPER,developer,COWCAT,cowcat,CowCat | COWCAT,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE,2,STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/451570,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,CUSA_TITLE_CONFLICT,CUSA08410_00,
ps4-demetrios-the-big-cynical-adventure,Demetrios: The Big Cynical Adventure,PAL España,standard,demetrios the big cynical adventure,demetrios the big cynical adventure,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Red Art Games,red-art-games,Red Art Games,EXACT_NAME_OR_ALIAS,Red Art Games,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/demetrios-the-big-cynical-adventure,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA08410_00,
ps4-demons-age,Demons Age,PAL España,standard,demons age,demons age,GAME_OR_UNKNOWN,DEVELOPER,developer,Bigmoon Entertainment,bigmoon-entertainment,Bigmoon Entertainment,EXACT_NAME_OR_ALIAS,Bigmoon Entertainment,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK_OR_PS4_RELEASE,3,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL | B_PS4_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/demons-age | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L),La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La lista específica de PS4 atribuye el desarrollo a esta compañía.,No propagar a ports o compilaciones sin comprobar sus créditos propios.,CUSA_TITLE_CONFLICT,CUSA06635_00,CUSA06635_00
